ticker,check,statistic,observed,lower,upper,inside
AMP,posterior,q01_pct,-4.129128679633141,-7.166553203443292,-2.6933375968981546,True
AMP,posterior,q99_pct,4.144367910921569,2.9232574865739234,7.875569905338029,True
AMP,posterior,max_drawdown_pct,-20.866731330594778,-55.1277560869831,-8.188851035846652,True
AMT,prior,mean_pct,-0.026985887923558494,-0.4201175714783537,0.45522948229509874,True
AMT,prior,volatility_pct,1.6425619197711787,0.2123767568645578,3.757111558008844,True
AMT,prior,q01_pct,-3.8625180162489414,-9.347358394033476,-0.45114083776124775,True
AMT,prior,q99_pct,4.161879196763037,0.48219812078311164,9.325640916818948,True
AMT,prior,max_drawdown_pct,-17.403838333762454,-70.82048943965566,-1.2993932549424958,True
AMT,posterior,mean_pct,-0.026985887923558494,-0.3130719270596083,0.34833871045966963,True
AMT,posterior,volatility_pct,1.6425619197711787,1.36342064645654,2.614552354156327,True
AMT,posterior,q01_pct,-3.8625180162489414,-7.293315995007881,-2.9475355354644677,True
AMT,posterior,q99_pct,4.161879196763037,2.858393667696826,7.464034491979296,True
AMT,posterior,max_drawdown_pct,-17.403838333762454,-62.00873178432164,-9.816209720836218,True
AMZN,prior,mean_pct,0.06591858480931023,-0.4201175714783537,0.45522948229509874,True
AMZN,prior,volatility_pct,2.1703821538514,0.2123767568645578,3.757111558008844,True
AMZN,prior,q01_pct,-4.649511631578207,-9.347358394033476,-0.45114083776124775,True
AMZN,prior,q99_pct,5.0413646362721805,0.48219812078311164,9.325640916818948,True
AMZN,prior,max_drawdown_pct,-21.736223702282963,-70.82048943965566,-1.2993932549424958,True
AMZN,posterior,mean_pct,0.06591858480931023,-0.41791885886679425,0.362158168664492,True
AMZN,posterior,volatility_pct,2.1703821538514,1.7107994412393348,3.5200123415921145,True
AMZN,posterior,q01_pct,-4.649511631578207,-9.486133601553655,-3.643807794445883,True
