date,VOO,GLD,TLT
2022-03-02,0.01836403153052335,-0.010406339832951472,-0.034182851102846246
2022-03-03,-0.005017513298301135,0.005953415398956663,0.010185722436697464
2022-03-04,-0.008088207287710869,0.015929145881701023,0.017263864946331697
2022-03-07,-0.02952136138845296,0.014862865283030269,-0.007629731879966406
2022-03-08,-0.007546401608544695,0.027358997610294145,-0.010059562876746031
2022-03-09,0.02665264052704286,-0.029711176156992036,-0.00979917882027903
2022-03-10,-0.004453815571960118,0.0031212277978962533,-0.014367301268873423
2022-03-11,-0.012757355494388278,-0.007027884128157469,0.003346824570545026
2022-03-14,-0.007302714288927592,-0.015073711931138378,-0.023349022355634963
2022-03-15,0.021938786378117747,-0.01870545038411886,-0.001745337198790331
2022-03-16,0.022361186576544956,0.006260803404375848,0.009807416296773841
2022-03-17,0.012234379255522398,0.004888644573449508,-0.00745339866274719
2022-03-18,0.01105046458268677,-0.008789852082788041,0.012212718934195177
2022-03-21,4.8890681547231196e-05,0.007640798069546317,-0.023156661277251467
2022-03-22,0.011612159660905785,-0.007250775291250955,-0.012811823027647606
2022-03-23,-0.012877762461117714,0.013659661796972422,0.02191485157757711
2022-03-24,0.014864425273457105,0.007260367097212672,-0.007832833970706998
2022-03-25,0.005072457866303726,-0.004095451209537915,-0.013872510883556677
2022-03-28,0.006896925727069458,-0.018203790082975457,0.008549438584409152
2022-03-29,0.012649427671125979,0.00044678784846130526,0.007552388947125843
2022-03-30,-0.006222249188910567,0.008038419372069505,0.007801682919654551
2022-03-31,-0.01536800716111486,0.000387595883929448,0.002428843628590416
2022-04-01,0.002769971908241242,-0.006365867342034592,0.0038064904546426526
2022-04-04,0.008479012782575346,0.004846769455083555,-0.006949672963779574
2022-04-05,-0.012361723709598316,-0.006264842571455875,-0.022592433210105733
2022-04-06,-0.010128866860044994,0.002343216670796844,-0.008093973502222518
2022-04-07,0.005043385421537927,0.003784886240234764,-0.007532386481032272
2022-04-08,-0.0024241949812310315,0.006265969312183373,-0.01083103658501372
2022-04-11,-0.017325432113549977,0.004959463770487282,-0.015824696900470392
2022-04-12,-0.003659767278022974,0.007676751619003053,-0.0013803487782799717
2022-04-13,0.011292585083259032,0.004788537865617837,0.0020328297717926436
2022-04-14,-0.012148397070914863,-0.003303550666205468,-0.02004531671530152
2022-04-18,0.00017414889359868013,0.0030971927027434454,-0.00496904142229615
2022-04-19,0.015971392367099213,-0.015112904376299419,-0.007490596504338254
2022-04-20,-0.0007579781120146123,0.004894947496407287,0.0201258033812457
2022-04-21,-0.014827007535870185,-0.0035576001936850066,-0.007398233607508686
2022-04-22,-0.027294216170404617,-0.0097220932450649,-0.006294109176859686
2022-04-25,0.005463952508159009,-0.017970993150090764,0.010000955263528288
2022-04-26,-0.02859303524204415,0.001525017044941901,0.010066754009102619
2022-04-27,0.0025878004010191358,-0.00755702425744631,-0.012825509331587992
2022-04-28,0.025056706125445194,0.005398323510093839,0.001489310858640458
2022-04-29,-0.03672970147535359,-0.00011297696546286318,-0.012973117660182942
2022-05-02,0.006284244961238361,-0.018540493535693647,-0.017333781289282646
2022-05-03,0.004330150170125169,0.00264926246698316,0.006741827867420502
2022-05-04,0.030334716247820692,0.009822544372671826,0.005509593308906213
2022-05-05,-0.03512199958938944,-0.003811138551277793,-0.027398082667771106
2022-05-06,-0.006281608935843508,0.0016558743678838361,-0.01473524887094635
2022-05-09,-0.032266448878677134,-0.014479496708730832,0.008797560820682282
2022-05-10,0.0025690241367934963,-0.008445202872691127,0.0090692734209874
2022-05-11,-0.016110624063843226,0.008167128516088473,0.01927208122822699
2022-05-12,-0.000775786269625045,-0.015333925720196762,-0.0018651663504876126
2022-05-13,0.02359624341562072,-0.00810956630229509,-0.014780351212298704
2022-05-16,-0.003575693295592597,0.009538483763206873,-0.0010350496340998383
2022-05-17,0.020008899033693295,-0.006279296383541522,-0.012083791146883183
2022-05-18,-0.039605674152574766,0.0005314848929158789,0.02131782640869262
2022-05-19,-0.006688210579071763,0.014697234801531733,0.0023950571208686267
2022-05-20,0.00025155343531224617,0.0006980112537449124,0.011350011270953253
2022-05-23,0.01896545619022194,0.004650369455528214,-0.01645437869160349
2022-05-24,-0.007209374025971993,0.007521859850632806,0.019732460845809374
2022-05-25,0.008338492763608096,-0.006029994959596108,0.003954291822282796
2022-05-26,0.019879738581588535,-0.0018488983177334939,-0.004525458011840455
2022-05-27,0.025076284780380043,0.00052102106703944,0.002441076783987306
2022-05-31,-0.005552662570743716,-0.009893009276743081,-0.02116204105665498
2022-06-01,-0.008375414787041735,0.006369033199590923,-0.001142899955124399
2022-06-02,0.018990715585092355,0.012309182073779512,0.000516312402021768
2022-06-03,-0.016186539793086485,-0.010152017266979896,-0.002150127098634602
2022-06-06,0.0027287703155558507,-0.0044037229040009285,-0.018443414311107964
2022-06-07,0.009776142309709135,0.006518420844169315,0.010799799381795427
2022-06-08,-0.010937536984529483,-0.0009251975242893229,-0.008860244258800276
2022-06-09,-0.02351909427452259,-0.0031832564859568535,0.0033308404604686093
2022-06-10,-0.029341490106126966,0.013412283666592417,-0.006202072397311964
