target,window_start,as_of,horizon_days,var_95_pct,var_95_posterior_q05_pct,var_95_posterior_q95_pct,historical_var_95_pct,expected_shortfall_95_pct,es_95_posterior_q05_pct,es_95_posterior_q95_pct,historical_es_95_pct,predictive_return_median_pct,realized_forward_return_pct
EW,2017-08-04,2018-08-09,20,2.182377576828003,1.2045520097017288,2.9666860252618785,2.505167705551683,3.1940826098434627,1.9752603471279142,4.305762439966201,3.151648329173149,0.8821070194244385,-0.243641497530922
VOO,2017-09-05,2018-09-10,20,3.4230977296829224,1.640260875225067,4.941429212689399,4.324144284592681,6.107982228665302,3.7987529635429382,8.362279146909714,5.009664204768862,2.4005532264709473,0.3721648016566048
GLD,2017-09-05,2018-09-10,20,5.164943635463715,3.425554499030113,6.282107576727866,4.074920768307265,6.475151357396196,4.443186193704605,7.743132948875427,4.595460638731811,-0.24046599864959717,-0.5391079117324615
TLT,2017-09-05,2018-09-10,20,4.828603267669678,3.102100133895874,6.0742197036743155,4.015022689834209,6.110290538830062,4.262068092823029,7.4237408936023686,4.695161481916288,-0.03699064254760742,-5.568862739001046
EW,2017-09-05,2018-09-10,20,2.4172288179397583,1.4906473457813263,3.2543116509914394,2.505167705551683,3.4652833089542887,2.1760818362236023,4.3656342923641205,3.151648329173149,0.714343786239624,-1.92823541416699
VOO,2017-10-04,2018-10-09,20,3.875762522220611,1.7046456336975098,5.490232184529304,4.324144284592681,6.337504100520164,3.787544816732407,8.516130477190016,5.009664204768862,2.2461652755737305,-4.281967669218167
GLD,2017-10-04,2018-10-09,20,4.68999058008194,2.8983092755079265,5.802460521459579,3.916630638970089,5.9358871580722425,4.196825414896011,7.059565991163253,4.171787534902555,0.10748505592346191,3.0550643765745455
TLT,2017-10-04,2018-10-09,20,4.9782004952430725,3.410139843821525,6.1497790068387985,4.323627980234854,6.222732729899386,4.439475655555725,7.457548469305038,4.927097744003723,-0.13135969638824463,-1.0168914369248272
EW,2017-10-04,2018-10-09,20,2.414858043193817,1.3253165632486343,3.222417593002319,2.505167705551683,3.4320307934346297,2.2103500068187714,4.499770700931546,3.151648329173149,0.7680654525756836,-0.7129319742330664
VOO,2017-11-02,2018-11-07,20,4.612269401550293,2.550643414258957,6.312801927328108,5.525019196175127,7.484307035338134,4.897795140743256,10.054322719573971,7.032909348811614,2.1982312202453613,-6.158981813986941
GLD,2017-11-02,2018-11-07,20,4.757327735424042,3.1172093600034714,5.819802105426788,3.916630638970089,5.985280929598957,4.194202661514282,7.142564475536345,4.171787534902555,0.03598928451538086,1.7754008276016808
TLT,2017-11-02,2018-11-07,20,5.373025834560394,3.5616252720355988,6.731157064437865,4.362152664737751,6.685543650140365,4.830052018165588,7.919304043054581,4.927838337516411,-0.5305498838424683,5.478787700964105
EW,2017-11-02,2018-11-07,20,2.7234169840812683,1.59692607820034,3.5529030114412308,2.690889035098787,3.786239893330882,2.351571410894394,4.59588223695755,3.195617794605843,0.5793571472167969,0.30987045197958807
VOO,2017-12-04,2018-12-10,20,5.644090175628662,3.3551454097032543,7.682370081543922,5.739831078518944,8.642010751646012,5.652771562337875,11.139378130435942,7.097393750010982,1.9044458866119385,-1.7550497648978647
GLD,2017-12-04,2018-12-10,20,4.804282784461975,3.21427421271801,5.890493854880331,3.916630638970089,5.985723063349724,4.119356662034988,7.08993136882782,4.171787534902555,-0.09932816028594971,3.9343960243127363
TLT,2017-12-04,2018-12-10,20,4.918326735496521,3.115589067339897,6.220572397112846,4.362152664737751,6.1717224967045095,4.3907515704631805,7.327197670936583,4.927838337516411,-0.17430782318115234,2.2098752109881437
EW,2017-12-04,2018-12-10,20,2.831507623195648,1.824328064918518,3.691517323255539,2.690889035098787,3.934718912933022,2.7417084872722626,4.8675068616867065,3.195617794605843,0.5724906921386719,1.5589290552153967
VOO,2018-01-04,2019-01-10,20,6.5548595786094666,4.115550518035889,8.67135180532932,7.120411989210998,9.85533030082782,6.466838300228119,12.862530082464216,8.94607727735564,1.7667412757873535,4.474781217209212
GLD,2018-01-04,2019-01-10,20,4.905686378479004,3.414991617202759,6.016796842217445,3.916630638970089,6.199369789101183,4.507161468267441,7.371479004621506,4.171787534902555,-0.16417503356933594,2.1547847894504146
TLT,2018-01-04,2019-01-10,20,5.163861811161041,3.829833373427391,6.6347541362047195,4.362152664737751,6.4531499131893115,4.685999780893326,7.988000184297558,4.927838337516411,-0.381740927696228,1.7985217583760038
EW,2018-01-04,2019-01-10,20,3.090105652809143,1.970682889223099,4.222265034914017,2.690889035098787,4.303193018616488,2.908308297395706,5.391811221837995,3.195617794605843,0.42084455490112305,2.82912472047947
VOO,2018-02-05,2019-02-11,20,6.84888631105423,4.342879936099052,8.64357379078865,7.120411989210998,10.276850510854274,6.901966363191605,12.890382140874861,8.94607727735564,1.6972482204437256,3.275977955415499
GLD,2018-02-05,2019-02-11,20,4.995152652263641,3.476516157388687,6.1971523463726035,3.916630638970089,6.167458083170155,4.531351923942566,7.269496142864228,4.171787534902555,-0.43306052684783936,-0.5016141786743034
TLT,2018-02-05,2019-02-11,20,4.640933573246002,3.167850077152252,5.796063140034675,3.4846803224425016,5.928966616435597,4.2334718108177185,7.179788291454313,4.1956847191418145,-0.005301833152770996,0.36745246720095714
EW,2018-02-05,2019-02-11,20,2.980172634124756,1.8805362582206724,3.844210281968116,1.9622619643769146,4.162927786819637,2.8741600811481476,5.309168636798857,2.3829556194898673,0.4611194133758545,1.057325476303017
VOO,2018-03-07,2019-03-13,20,6.197023391723633,3.452519461512565,8.306356906890867,7.120411989210998,9.21790427916373,5.458862125873566,12.165055900812149,8.94607727735564,1.6374647617340088,2.918787183524496
GLD,2018-03-07,2019-03-13,20,4.992809593677521,3.431627571582794,6.239002168178558,3.916630638970089,6.236661097500473,4.587697237730026,7.614038050174711,4.171787534902555,-0.43713152408599854,-0.2503210333985373
TLT,2018-03-07,2019-03-13,20,4.6225205063819885,2.693827122449875,5.812447577714918,3.4846803224425016,5.8684983834003415,3.4374645352363586,7.0697052180767,4.1956847191418145,0.10505914688110352,2.2358017909302808
EW,2018-03-07,2019-03-13,20,2.794874906539917,1.5948283076286316,3.644926577806473,1.9622619643769146,3.8481187191791832,2.451888471841812,4.833832621574402,2.3829556194898673,0.47489404678344727,1.6582106214169556
VOO,2018-04-06,2019-04-11,20,5.18667459487915,3.1628206521272655,6.763031616806978,7.120411989210998,8.105780351130914,5.288853287696838,11.111903488636017,8.94607727735564,2.0507633686065674,-0.06419854215409249
GLD,2018-04-06,2019-04-11,20,4.3867069482803345,3.0452909022569656,5.596378594636917,3.916630638970089,5.620977845198164,3.981011658906936,6.911457687616347,4.171787534902555,0.16463398933410645,-0.426401522000075
TLT,2018-04-06,2019-04-11,20,4.551880061626434,3.0378380566835403,5.807628124952316,3.4846803224425016,5.810916641106209,4.003182679414749,7.206405848264693,4.1956847191418145,0.16281604766845703,1.1832259307342774
EW,2018-04-06,2019-04-11,20,2.3630324006080627,1.3830227106809616,3.134109511971473,1.9622619643769146,3.421923102966199,2.2164185643196106,4.476733833551406,2.3829556194898673,0.8079171180725098,0.24286229911134605
VOO,2018-05-07,2019-05-13,20,5.231505632400513,3.1855700612068176,7.162488922476768,7.120411989210998,8.042486493165296,5.011444002389908,10.417128443717957,8.94607727735564,1.7730355262756348,2.8330108267610177
GLD,2018-05-07,2019-05-13,20,4.334052801132202,2.9974745512008663,5.440553307533264,3.8125944596864954,5.546806341347596,3.8330235481262207,6.775088727474212,4.092549409435945,0.09592771530151367,2.0461418225291794
TLT,2018-05-07,2019-05-13,20,4.379783272743225,2.7123740166425705,5.628604009747505,3.4846803224425016,5.670229656000933,3.6641529798507686,7.003921031951904,4.1956847191418145,0.30155181884765625,4.070643994785184
EW,2018-05-07,2019-05-13,20,2.3378095030784607,1.4201183170080185,3.215724676847458,1.947559244495791,3.3298691657061377,2.1564733684062958,4.141756534576416,2.339458867710606,0.757908821105957,3.0210619045983433
VOO,2018-06-06,2019-06-12,20,5.731827616691589,3.5125013291835785,7.8983628749847385,7.120411989210998,8.847626535377156,5.550185590982437,11.087958514690397,8.94607727735564,1.5799105167388916,4.284738470422389
GLD,2018-06-06,2019-06-12,20,4.262116253376007,2.8798684775829315,5.402139842510222,3.703634152334841,5.5122332492222395,3.9542298913002014,6.775336891412733,4.047826925364558,0.287097692489624,5.459743318140897
TLT,2018-06-06,2019-06-12,20,3.796934485435486,2.430611789226532,4.7770680487155905,3.4846803224425016,4.989289150883755,3.412326633930206,6.025081276893616,4.1956847191418145,0.7712662220001221,-0.2715687899539576
EW,2018-06-06,2019-06-12,20,2.2541913390159607,1.2500168681144714,3.126819670200347,1.947559244495791,3.2961831971382103,1.8849748969078062,4.315329760313033,2.339458867710606,0.9203553199768066,3.1596001107349503
VOO,2018-07-06,2019-07-12,20,5.411947667598724,3.285548210144043,7.293981835246086,7.120411989210998,8.23980257070313,5.2972714602947235,10.543387651443481,8.94607727735564,1.7907440662384033,-3.0458835858032884
GLD,2018-07-06,2019-07-12,20,4.272664487361908,2.591906115412712,5.403285920619964,2.954272302048881,5.648810917045921,3.7620895802974705,6.8549335300922385,3.67807282846489,0.7313847541809082,5.788958135404054
TLT,2018-07-06,2019-07-12,20,3.8041657209396362,2.2299059331417084,5.342131614685059,3.4846803224425016,5.075957109996429,3.3240213394165044,6.569384813308716,4.1956847191418145,0.8404970169067383,7.762850375481278
EW,2018-07-06,2019-07-12,20,2.176157236099243,1.128478080034256,3.141978248953819,1.947559244495791,3.185151668731123,1.9848850071430204,4.11911457777023,2.339458867710606,1.1376380920410156,3.4528615720531786
VOO,2018-08-06,2019-08-12,20,5.885535478591919,3.795519977807999,7.79625782370567,7.120411989210998,9.053790631393593,6.170736610889435,11.514642119407654,8.94607727735564,1.413196325302124,3.519039328286677
GLD,2018-08-06,2019-08-12,20,3.9429420232772827,2.353343650698662,5.322029620409012,1.9123940406943227,5.484935288162282,3.407096534967422,6.983351141214371,2.6591311333625134,1.364600658416748,-1.7177396923207633
TLT,2018-08-06,2019-08-12,20,3.1060239672660828,1.6616530865430832,4.186532109975813,3.4846803224425016,4.373679888279488,2.4941328167915344,5.7436925768852225,4.1956847191418145,1.5615880489349365,-1.4207304230158813
EW,2018-08-06,2019-08-12,20,1.925826370716095,0.9172101616859436,2.6706849932670584,1.947559244495791,3.0645377390707536,1.7704238891601562,4.276032865047453,2.339458867710606,1.4743149280548096,0.2026839907755429
VOO,2018-09-05,2019-09-11,20,6.392219960689545,3.717161267995834,8.073074325919151,7.120411989210998,9.494606987573206,6.157896190881729,12.16807210445404,8.94607727735564,1.3884246349334717,-2.5618862887701987
GLD,2018-09-05,2019-09-11,20,4.219809472560883,2.255581960082054,5.523943513631819,1.9123940406943227,5.835292336996645,3.7259136736392975,7.345159262418747,2.6591311333625134,1.2726426124572754,0.723253407991109
TLT,2018-09-05,2019-09-11,20,3.711569011211395,1.8691396117210388,4.881387054920196,2.516253081486244,5.072199848170081,3.157125324010849,6.411207050085066,3.760723682858385,1.3754189014434814,2.964066958322209
EW,2018-09-05,2019-09-11,20,2.1385231614112854,0.9561325907707214,2.9989877790212622,1.947559244495791,3.292381674206505,1.8323652148246765,4.2627999484539,2.339458867710606,1.3907849788665771,0.39647018505131193
VOO,2018-10-04,2019-10-10,20,6.9459283351898184,4.184668138623238,8.973962157964706,6.566891304829929,10.05097757248829,6.402666985988616,12.857556343078613,8.30655861449464,1.3611078262329102,5.120319865364142
GLD,2018-10-04,2019-10-10,20,4.279204607009888,2.380836546421051,5.7737809866666785,2.3832435296093712,6.039259419776499,3.855390340089798,7.663674265146254,3.0892628568901888,1.3369262218475342,-1.8038444216830318
TLT,2018-10-04,2019-10-10,20,3.3117637038230896,1.569277763366699,4.705843314528464,2.4949375607119584,4.813878719384471,2.784317433834076,6.5203754603862745,3.731674130961482,2.02481746673584,-4.559496141826303
EW,2018-10-04,2019-10-10,20,1.9676214456558225,0.8228147476911544,2.8244635760784145,0.8418203650503808,3.155392645082126,1.813573360443115,4.268719822168349,1.4484885392061018,1.6139507293701172,-0.4651450858005113
VOO,2018-11-02,2019-11-08,20,5.108249187469482,2.76687553524971,6.801153376698493,6.5263817664475905,7.965461059939116,4.750128954648972,10.814762115478514,8.24803992869042,2.2157907485961914,1.589135665148822
GLD,2018-11-02,2019-11-08,20,4.263679087162018,2.4476145803928375,5.548083528876304,2.506565417762221,5.88071730453521,3.855128973722458,7.409667551517486,3.153925223864804,1.2601673603057861,0.13829422974775962
TLT,2018-11-02,2019-11-08,20,3.6564359068870544,2.0227831453084946,5.282339274883269,3.5951677305290675,5.081152551186582,3.1492591202259064,6.26008528470993,4.523733540234268,1.7483830451965332,2.9489575864676043
EW,2018-11-02,2019-11-08,20,1.6617640852928162,0.6552803814411161,2.5721700936555862,0.5995533324306267,2.7810922979066772,1.4869631826877594,3.8293579518795,1.2715007030539274,1.7852246761322021,1.5750126340354331
VOO,2018-12-04,2019-12-10,20,4.7794535756111145,2.633964255452156,6.877718701958655,4.400384771651023,7.352390714610617,4.39138188958168,9.794737637042997,5.823763176063248,1.9381582736968994,4.698812462105106
GLD,2018-12-04,2019-12-10,20,4.189578592777252,2.3536077439785004,5.59063273668289,2.7725448487750004,5.838054115884006,3.7168608605861664,7.387521743774414,3.2940727733023283,1.3312995433807373,5.841847856260118
TLT,2018-12-04,2019-12-10,20,3.8380324840545654,2.0705328583717346,5.41964043676853,3.794306377471379,5.374753944731006,3.3975819349288936,7.261441797018049,4.576242740974352,1.876741647720337,-0.8801375062325145
EW,2018-12-04,2019-12-10,20,1.6228792071342468,0.5801986008882521,2.618302017450332,0.7897340202674917,2.6861672483695047,1.4669485688209534,3.7584580779075614,1.3051336882884854,1.759040355682373,3.2031660388732064
VOO,2019-01-07,2020-01-10,20,2.9456695914268494,0.9850033521652222,4.721569061279296,4.205301973889846,4.809157344667861,2.507053256034851,6.548588186502457,4.935091258421315,2.7807772159576416,2.7601744383459748
GLD,2019-01-07,2020-01-10,20,3.9048936963081355,2.3274010568857193,5.178770497441288,2.7725448487750004,5.692382152968397,3.7764649093151093,7.330618292093277,3.2940727733023283,1.6467154026031494,0.8576641994605172
TLT,2019-01-07,2020-01-10,20,4.359996020793915,2.4601447135210037,5.70112843811512,3.794306377471379,5.994592036586255,3.698928833007813,7.278122216463086,4.576242740974352,1.419442892074585,4.789514349552304
EW,2019-01-07,2020-01-10,20,1.4028865098953247,0.32491411268711085,2.2267798334360105,0.7897340202674917,2.428814462230851,1.2218941450119019,3.1817526519298553,1.3051336882884854,1.9730091094970703,2.8400718391444535
VOO,2019-02-06,2020-02-11,20,3.0390825867652893,1.2083577066659923,4.273031771183013,4.205301973889846,4.86449736636132,2.6637894809246063,6.5825894474983215,4.935091258421315,2.546381950378418,-18.233223099224837
GLD,2019-02-06,2020-02-11,20,3.9729437232017517,2.194284319877624,5.2140572518110275,2.7725448487750004,5.743268706525365,3.6381810605525966,7.406289815902709,3.2940727733023283,1.6905128955841064,4.246233819700751
TLT,2019-02-06,2020-02-11,20,4.0693530440330505,1.948709025979042,5.815174505114555,3.794306377471379,5.7444169457691405,3.3534988462924957,7.771032989025114,4.576242740974352,1.9153475761413574,8.786418090538994
EW,2019-02-06,2020-02-11,20,1.3108503818511963,0.15618212521076186,2.111852288246155,0.7897340202674917,2.328195477214952,1.0952674746513367,3.0681139826774593,1.3051336882884854,2.086895704269409,-2.0181598909073006
VOO,2019-03-08,2020-03-12,20,4.783886969089508,2.7115766257047653,6.670066982507704,5.366977559890063,8.000488385247689,4.9573279321193695,10.521484911441798,11.668197961828476,2.607119083404541,12.88855672918654
GLD,2019-03-08,2020-03-12,20,3.7175354361534114,1.833189859986305,5.397222027182573,2.7725448487750004,5.886563041713089,3.2943966388702393,7.711038231849665,3.2940727733023283,2.5561273097991943,7.375336389771836
TLT,2019-03-08,2020-03-12,20,4.333721101284027,2.3353191763162613,6.05017627775669,3.794306377471379,6.339777621906251,3.790215313434601,8.299396306276321,4.576242740974352,2.3340225219726562,5.161265245951929
EW,2019-03-08,2020-03-12,20,1.176367998123169,-0.03733889758586894,2.2205458581447597,0.880044606169068,2.455402472211669,0.8439993858337402,3.588091760873794,1.8597739458879092,2.5506317615509033,9.61759297022331
VOO,2019-04-08,2020-04-13,20,9.72109079360962,6.08832748234272,12.454273596405969,17.59090396719911,16.22741248769065,11.136826574802399,21.93475928902626,25.024839299631925,1.810365915298462,6.173219524910922
GLD,2019-04-08,2020-04-13,20,5.62799870967865,3.4960131198167796,7.757839933037756,3.3557273212605176,8.833003280839574,5.335120767354965,11.49363738298416,5.358759916219958,2.2530734539031982,-1.2328885744465778
TLT,2019-04-08,2020-04-13,20,6.088504195213318,3.3311877250671387,8.61476671695709,3.794306377471379,9.274640826818842,5.839173048734665,12.007678151130673,4.576242740974352,2.269101142883301,-0.5912823187981142
EW,2019-04-08,2020-04-13,20,2.8919002413749695,1.0674960762262344,4.3468194752931595,3.750620741942323,5.185679610197743,2.955685794353485,7.534734845161437,7.454766999237532,2.189970016479492,1.5330495870145677
VOO,2019-05-08,2020-05-12,20,10.28157889842987,6.75620849430561,14.000731647014604,17.59090396719911,17.27160381463667,11.5980723798275,22.16265872120857,25.024839299631925,2.3095250129699707,11.316949591094039
GLD,2019-05-08,2020-05-12,20,5.6475988030433655,2.9817277938127513,7.895781517028807,3.3557273212605176,8.597310791568209,5.688362866640091,11.7844717502594,5.358759916219958,2.3123741149902344,2.2057074394989717
TLT,2019-05-08,2020-05-12,20,6.680544018745422,4.143406838178635,8.991379067301747,3.794306377471379,9.928155170443159,6.442007124423981,12.696724295616148,4.576242740974352,2.092796564102173,-2.021828614096277
EW,2019-05-08,2020-05-12,20,2.8499501943588257,1.4272042661905284,4.177927061915395,3.750620741942323,5.2157772006466985,3.3056982457637787,6.993718087673186,7.454766999237532,2.3383677005767822,3.7872641093767534
VOO,2019-06-07,2020-06-11,20,10.241480469703674,6.245721936225891,13.927523314952847,17.59090396719911,17.535551226076983,11.987712383270264,24.05094516277312,25.024839299631925,2.7250945568084717,6.151174401682424
GLD,2019-06-07,2020-06-11,20,5.332669317722321,3.161875829100609,7.1982565224170685,3.3557273212605176,8.577132120262831,5.320407837629318,11.349330335855479,5.358759916219958,2.8235793113708496,4.187451861146685
TLT,2019-06-07,2020-06-11,20,6.879257261753083,4.438327267765999,9.352076813578604,3.9971919206732487,10.153144566963118,6.824258208274842,13.183059304952623,4.807590755833837,1.9052743911743164,1.6140189540134298
EW,2019-06-07,2020-06-11,20,2.698911428451538,1.2599307149648666,3.9617656916379866,3.750620741942323,5.262645000281433,2.8696739077568054,7.468062102794646,7.454766999237532,2.559441328048706,4.039278637754085
VOO,2019-07-09,2020-07-13,20,10.56350827217102,6.474138244986533,14.945143446326252,17.59090396719911,17.650859570130706,11.87751892209053,23.56635707616806,25.024839299631925,2.9888689517974854,6.632974905446831
GLD,2019-07-09,2020-07-13,20,5.047515034675598,2.5973206758499146,6.892525807023044,3.3557273212605176,7.892887383544196,4.881803631782532,10.491686999797817,5.358759916219958,2.9224514961242676,12.249114963179819
TLT,2019-07-09,2020-07-13,20,7.223612070083618,4.843278020620346,9.28346276283264,3.9971919206732487,10.311019498233993,7.122320443391799,12.87016901373863,4.807590755833837,1.8369019031524658,1.4549745879435694
EW,2019-07-09,2020-07-13,20,2.4482688307762146,0.623463287949562,3.9878096878528577,3.750620741942323,4.8786216881126165,2.3126688301563263,6.94067195057869,7.454766999237532,2.672886848449707,6.727368523049715
VOO,2019-08-07,2020-08-11,20,9.744163751602173,6.201264709234238,14.109978944063181,17.59090396719911,17.016301567976676,11.170914769172668,21.73478642106055,25.024839299631925,3.7135839462280273,2.0794427588007203
GLD,2019-08-07,2020-08-11,20,5.031712353229523,2.387938603758812,7.002357035875315,3.3557273212605176,8.174359030090272,4.771549493074417,11.040154844522474,5.358759916219958,3.2463252544403076,1.728354211490224
TLT,2019-08-07,2020-08-11,20,8.05768609046936,4.916587710380554,10.501649305224417,3.9971919206732487,11.434063482253503,7.502942115068437,14.938488662242886,4.807590755833837,1.2167036533355713,-2.1695191161527516
EW,2019-08-07,2020-08-11,20,2.389378547668457,0.7555144578218459,3.606519848108291,3.750620741942323,4.749942093621939,2.7291775941848755,6.504290938377378,7.454766999237532,2.7719855308532715,0.6101338389757238
VOO,2019-09-06,2020-09-10,20,10.303979516029358,6.124586284160614,14.157500326633441,17.59090396719911,17.718943879784398,11.871830493211746,23.579995214939103,25.024839299631925,3.4343481063842773,3.379364231873061
GLD,2019-09-06,2020-09-10,20,5.104727149009705,2.6074783653020854,7.082515880465492,3.459587714805823,8.387143793515861,5.010962694883347,11.665133506059647,5.849647927908727,3.3297836780548096,-2.5265814100187356
TLT,2019-09-06,2020-09-10,20,7.4349457025527945,4.6774242371320724,9.508105352520941,4.100860388510101,10.456703688638907,6.841321408748626,12.870876550674438,4.794711525825687,1.4328241348266602,-2.3421054822948317
EW,2019-09-06,2020-09-10,20,2.6099964976310726,0.973175063729286,4.194195762276649,3.750620741942323,5.277447367552668,2.9413198828697205,7.130549311637875,7.454766999237532,2.8235018253326416,-0.4815653447245549
VOO,2019-10-07,2020-10-09,20,9.817985892295837,5.9144759476184845,13.497719213366505,17.59090396719911,16.765258492281042,11.402863711118698,21.06392893195151,25.024839299631925,4.2700886726379395,0.9950562712623512
GLD,2019-10-07,2020-10-09,20,5.029206573963165,2.511464759707451,7.130816176533699,4.193474101273549,8.174195160002757,5.215944588184357,10.865986496210096,5.954676943604567,3.396940231323242,1.1652311624782419
TLT,2019-10-07,2020-10-09,20,7.4640050530433655,4.674650177359581,9.507667168974875,4.039278155677466,10.33999821326385,6.862026512622833,13.094700366258621,4.792155487696828,0.8699119091033936,-0.3178599611352917
EW,2019-10-07,2020-10-09,20,2.6100537180900574,0.9442668259143827,3.90746596455574,3.750620741942323,5.1579900590392445,3.0574165284633636,6.774524956941603,7.454766999237532,2.9121100902557373,0.670625641662026
VOO,2019-11-05,2020-11-09,20,10.833743214607239,7.042412757873534,14.469136923551558,17.59090396719911,17.870889918413013,12.235479593276978,22.820600509643555,25.024839299631925,3.873133659362793,4.42044487399349
GLD,2019-11-05,2020-11-09,20,5.238082110881805,2.7791505306959152,7.559153720736504,4.193474101273549,8.552430639974773,5.170932292938232,11.633563369512556,5.954676943604567,3.4598231315612793,0.23988928749876237
TLT,2019-11-05,2020-11-09,20,7.700252830982208,4.528824552893638,9.889643877744671,3.6752282900701894,10.802133136894554,7.227897584438325,13.058442145586014,4.624973509669006,1.0213136672973633,0.9230066811251936
EW,2019-11-05,2020-11-09,20,2.9933732748031616,1.2984573990106583,4.906298086047172,3.750620741942323,5.7744213147088885,3.139844536781311,7.957367777824392,7.454766999237532,2.9109597206115723,1.9028745892728072
VOO,2019-12-05,2020-12-09,20,10.129338204860687,6.2464882135391235,14.41754952073097,17.59090396719911,16.977875132579356,11.372505336999893,22.038489073514935,25.024839299631925,4.229164123535156,4.364031285258729
GLD,2019-12-05,2020-12-09,20,5.53952693939209,2.723100826144218,7.615150690078735,4.58175672685174,8.785981261947502,5.394120246171951,11.318980664014815,6.230443109333573,3.352159261703491,0.48695439877721736
TLT,2019-12-05,2020-12-09,20,7.988104820251466,5.227541953325272,10.230740070343014,3.82508073170724,10.941102301391464,7.741078495979309,13.236658185720444,4.645984025335537,0.5009472370147705,-3.406559177809798
EW,2019-12-05,2020-12-09,20,3.0425813794136047,1.216089978814125,4.34598949551582,3.750620741942323,5.559704029777398,3.005644917488098,7.557199776172635,7.454766999237532,2.78356671333313,0.48361355068493594
VOO,2020-01-07,2021-01-11,20,10.207019448280334,6.0282149463891965,13.366872519254677,17.59090396719911,16.3996365503408,10.759411603212357,21.92239078879356,25.024839299631925,3.7980735301971436,3.0591700485473217
GLD,2020-01-07,2021-01-11,20,5.681808292865753,3.0622988939285274,8.254080668091769,4.58175672685174,8.589266395817202,5.290960639715195,11.662179678678509,6.230443109333573,3.2302498817443848,-0.5317908491013212
TLT,2020-01-07,2021-01-11,20,7.847237586975098,5.10336734354496,9.855934351682661,3.869916330766663,10.957930209891249,7.6167542934417725,13.795498430728912,4.693378971184542,0.784224271774292,-1.3951412125212115
EW,2020-01-07,2021-01-11,20,2.997158169746399,1.2736628502607343,4.46971207857132,3.750620741942323,5.277132681415727,3.100664436817169,7.195773124694822,7.454766999237532,2.690744400024414,0.40302268038807654
VOO,2020-02-06,2021-02-10,20,10.753855109214783,7.048467710614204,13.762789130210875,17.59090396719911,17.191779031418264,11.615564078092575,22.373425096273408,25.024839299631925,3.6398887634277344,0.895061393428831
GLD,2020-02-06,2021-02-10,20,5.677343010902405,2.597640782594681,8.083741262555122,5.005192615258931,8.559257440113772,4.925401151180267,11.143862575292587,6.586708651457326,3.4730494022369385,-6.479070121249475
TLT,2020-02-06,2021-02-10,20,8.501426875591278,6.1806263476610175,10.796679645776743,4.109246670485964,11.783790347787242,8.647720634937286,14.693910270929331,4.7706736851684415,0.003427267074584961,-7.078924683597698
EW,2020-02-06,2021-02-10,20,3.6209046840667725,1.5876885056495664,5.151433959603307,3.750620741942323,6.049683953945836,3.2600330710411067,7.941727936267852,7.454766999237532,2.466893196105957,-4.221999797838261
VOO,2020-03-09,2021-03-12,20,10.364433825016022,6.117235824465751,14.92054264247417,2.942491521148547,17.034921368273594,10.221978455781937,22.500007987022396,5.816354184151118,3.828442096710205,4.800345693999741
GLD,2020-03-09,2021-03-12,20,6.975489854812622,4.283657088875771,9.174666926264761,5.8452466072439275,9.592455051218469,6.410851418972015,12.266636222600937,6.564827170855649,2.2439301013946533,0.48919020327011786
TLT,2020-03-09,2021-03-12,20,9.94090884923935,7.803802475333214,12.00172486901283,6.28247386667821,13.235667518650493,9.976540952920914,16.053258210420605,7.488371317304648,-1.4099448919296265,1.1597423549992936
EW,2020-03-09,2021-03-12,20,4.655649363994598,2.9863453358411784,6.547111123800278,3.4210374422520013,7.202239183243364,4.633449405431747,9.084955602884293,4.424313120708382,1.6167223453521729,2.1633574704926772
VOO,2020-04-07,2021-04-13,20,5.227501392364502,2.464546039700508,7.750224888324727,2.471230833606728,8.450793265365064,4.360905885696411,11.423999577760691,4.276467534199992,4.259383678436279,0.3715833664815982
GLD,2020-04-07,2021-04-13,20,5.986480414867401,3.3579926937818523,8.340812191367146,5.8452466072439275,8.195885825747002,5.18921622633934,10.287732243537901,6.564827170855649,1.971501111984253,5.329503214961595
TLT,2020-04-07,2021-04-13,20,7.893863916397096,5.722618877887726,9.50463807582855,6.838892097729765,9.695577214006335,7.199003070592879,11.334035813808441,7.629246045051538,-1.30634605884552,-0.8948132904444517
EW,2020-04-07,2021-04-13,20,3.1037548184394836,1.6190349906682966,4.323245063424107,3.399359947487659,4.533302054430047,2.7395302653312683,5.781272679567336,4.304365911018424,1.6782879829406738,1.5881915906857058
VOO,2020-05-07,2021-05-12,20,4.937795102596283,2.191143453121185,7.123914718627926,2.471230833606728,7.716401515062898,4.15304172039032,9.8945996761322,4.276467534199992,3.6442339420318604,4.475086530303574
GLD,2020-05-07,2021-05-12,20,5.41155070066452,3.279242858290672,6.9016516357660285,5.8452466072439275,7.327396119944751,4.746002286672592,8.998509705066681,6.564827170855649,2.109307050704956,4.2891586760138045
TLT,2020-05-07,2021-05-12,20,7.435334026813507,5.31436388194561,9.067522168159485,6.838892097729765,9.19851866395523,6.918262630701065,11.021530956029888,7.629246045051538,-1.2218892574310303,5.269286848281718
EW,2020-05-07,2021-05-12,20,3.051048517227173,1.591165170073509,4.103943407535552,3.399359947487659,4.386671007766077,2.6747322976589203,5.648822069168091,4.304365911018424,1.5286028385162354,4.690992090446899
VOO,2020-06-08,2021-06-11,20,5.073480606079102,2.622319683432579,6.854781270027157,2.471230833606728,7.51794745059063,4.57102707028389,9.399526536464686,4.276467534199992,2.888137102127075,3.356397678325451
