ticker,window_start,as_of,horizon_days,var_95_pct,var_95_posterior_q05_pct,var_95_posterior_q95_pct,historical_var_95_pct,expected_shortfall_95_pct,es_95_posterior_q05_pct,es_95_posterior_q95_pct,historical_es_95_pct,predictive_return_median_pct,predictive_return_q04_pct,predictive_return_q96_pct,realized_forward_return_pct
SPMO,2020-01-03,2021-01-07,20,10.73858497865803,6.035829472137304,14.830227964218802,13.872177377605565,17.88369486729849,11.51621951744599,24.096926429077552,21.98630671157423,4.578378500815039,-12.301635007519272,22.84359677909375,3.4557043667232668
SPMO,2020-02-04,2021-02-08,20,11.260839651525467,6.307198875765561,14.855891248684584,13.872177377605565,17.797075942936793,11.849491350857322,23.084806210602103,21.98630671157423,4.183911756349756,-12.762958963831622,23.088509553063474,-6.777326670348927
SPMO,2020-03-05,2021-03-10,20,11.021683019791727,6.6902105628374215,15.437054245674213,5.032763041164003,17.33858609853963,11.61719299741486,22.65525365632704,8.95958903589534,4.052240093706971,-12.491353447875522,21.716569877807096,7.988139562495489
SPMO,2020-04-03,2021-04-09,20,7.188579976482715,3.3969565043954995,10.021126348486897,5.027759786380444,11.109005630952003,6.739291416475628,14.362659772728131,6.447773662936844,4.368668404086707,-8.153486672718213,17.718661714689247,-0.41197085043663817
SPMO,2020-05-05,2021-05-10,20,6.292146922722083,2.8894331172999603,8.710850352596252,5.027759786380444,9.422822263938741,5.773107124016679,12.305735422939081,6.447773662936844,3.9399712568911616,-7.054388339820631,15.783567837325549,2.1749830136973625
SPMO,2020-06-04,2021-06-09,20,7.325787263604927,4.259642010570057,9.85244049413907,5.542921429660228,10.561542199468281,6.777423605731798,13.341127623868381,6.744051321839399,3.100606834055575,-8.10324679382436,14.988792599305963,8.063315217252786
SPMO,2020-07-06,2021-07-09,20,6.721473630063461,3.7010711378898278,9.024754651531637,5.542921429660228,9.758720347374146,5.999869689300921,12.5813310913588,6.744051321839399,2.894714788303099,-7.457972862441167,14.14846221584099,1.6640627353214477
SPMO,2020-08-04,2021-08-09,20,6.673414821042201,3.854695237442607,9.154845517869035,5.542921429660228,9.819356988932434,6.420013312102659,12.698684869374675,6.744051321839399,2.7039167985456025,-7.415563233692773,13.828404323644369,3.9399424757685875
SPMO,2020-09-02,2021-09-08,20,7.439998099372788,4.183721898466738,9.330375158116428,5.451137955619187,10.723324010507362,6.940593322027131,13.304993301763686,6.744051321839399,2.2517837403900787,-8.184721597295601,13.381558243681614,-4.15914874135539
SPMO,2020-10-02,2021-10-07,20,7.350127586689148,4.5759781133065855,9.49879259125776,5.672023110197935,10.379415372355847,7.025178049937444,12.526933220643427,6.744051321839399,1.774952008641506,-8.020546195736086,12.176260302302738,5.50767772715115
SPMO,2020-11-02,2021-11-05,20,6.264052818122859,3.5309415256648236,8.506439845251299,5.672023110197935,9.06577087746702,5.859269556130873,11.393234457902036,6.744051321839399,2.1672623619524045,-6.918650934026836,11.87084418765358,-2.6782282251141876
SPMO,2020-12-02,2021-12-07,20,6.623215470885626,3.5708135334893236,8.789665084583723,5.672023110197935,9.15046373517356,5.590619988233116,11.6864376931485,6.744051321839399,1.7118681910170297,-7.155735054921002,10.956712491820353,-1.2766179676993783
SPMO,2021-01-04,2022-01-06,20,6.831561057002851,3.966340742591195,8.878195498611689,5.672023110197935,9.472356540510363,6.057373404774431,11.684860735251137,6.744051321839399,1.6589803307398565,-7.494905487437227,11.071761461131025,-4.672700230548643
SPMO,2021-02-03,2022-02-07,20,7.52327067290281,4.949234855262704,9.790396295036956,6.447845034375967,10.253704378848804,7.473634481452972,12.656454793660512,7.963516010709544,1.043494707620518,-8.150193035108407,10.982616132076155,-8.716136654741813
SPMO,2021-03-05,2022-03-09,20,7.964660806933489,5.374691974191565,9.958362161300157,6.096848190246213,11.064938448494354,7.549998351972701,13.301121523537113,7.967191424305879,1.0522442226713502,-8.623369353491418,11.818813732680681,5.935822600990792
SPMO,2021-04-06,2022-04-07,20,7.356769222095874,4.8244975364094,9.51752892390388,6.607134164373274,10.307380978155882,7.14327875091066,12.637769030477887,8.343303310227514,1.3975184524304685,-8.048912159808651,11.617447465425226,-7.359813352573741
SPMO,2021-05-05,2022-05-09,20,8.053783485099268,4.6279252437886145,10.656080619650602,7.774650903795832,11.215993719829308,7.864320308712953,14.163046047068692,8.988967899068882,1.1420678879056956,-8.819565480949224,11.824139852334609,5.453681271388744
SPMO,2021-06-04,2022-06-08,20,8.082951703126362,5.152062848458629,10.352854171616663,8.506812396996835,11.24093989374918,7.063255115702584,13.93630930334495,9.667204598174733,1.2854286641714952,-8.758731177750994,12.021127103017413,-6.8621351285637395
SPMO,2021-07-06,2022-07-11,20,10.140862322884397,6.848910233799709,12.806510534459466,8.506812396996835,13.798522532181408,9.586249402120245,16.88340840706456,9.667204598174733,-0.034816723412633976,-10.956574216697575,11.915132775179147,5.520747236737122
SPMO,2021-08-04,2022-08-09,20,10.54659468597712,7.068018876080584,13.115561831148481,8.506812396996835,14.174683423536575,10.106984316843272,17.221984467543052,9.667204598174733,-0.3176028196197833,-11.36880894505235,11.530219714207979,-2.0254451481682034
